Crash Breakdown 2,Date Of Loss Year,Crash Severity,Cyclist Flag,Day Of Week,Derived Crash Congifuration,Intersection Crash,Month Of Year,Motorcycle Flag,Municipality Name (ifnull),Parking Lot Flag,Pedestrian Flag,Region,Street Full Name (ifnull),Time Category,Crash Breakdown,Cross Street Full Name,Heavy Veh Flag,Mid Block Crash,Municipality Name,Municipality With Boundary,Road Location Description,Street Full Name,Crash Count,Latitude,Longitude,Number of Records
LOWER MAINLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,No,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,COMMADORE RD,15:00-17:59,THURSDAY,NA,N,N,VANCOUVER,NA,COMMADORE RD,COMMADORE RD,1,NA,NA,1
LOWER MAINLAND,2015,PROPERTY DAMAGE ONLY,Yes,TUESDAY,SINGLE VEHICLE,No,OCTOBER,No,VANCOUVER,Yes,No,LOWER MAINLAND,E HASTINGS ST,15:00-17:59,TUESDAY,NA,N,N,VANCOUVER,NA,E HASTINGS ST,E HASTINGS ST,1,NA,NA,1
VANCOUVER ISLAND,2016,CASUALTY,Yes,FRIDAY,SIDE IMPACT,No,JUNE,No,LANGFORD,No,No,VANCOUVER ISLAND,GLEN LAKE RD,09:00-11:59,FRIDAY,NA,N,N,LANGFORD,NA,GLEN LAKE RD,GLEN LAKE RD,1,NA,NA,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,SATURDAY,SINGLE VEHICLE,No,SEPTEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,GRANVILLE ISLAND,15:00-17:59,SATURDAY,NA,N,N,VANCOUVER,NA,GRANVILLE ISLAND,GRANVILLE ISLAND,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,No,NOVEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,CHARLESON,06:00-08:59,MONDAY,NA,N,N,VANCOUVER,NA,CHARLESON,CHARLESON,1,NA,NA,1
LOWER MAINLAND,2017,PROPERTY DAMAGE ONLY,Yes,THURSDAY,SINGLE VEHICLE,No,FEBRUARY,No,PITT MEADOWS,No,No,LOWER MAINLAND,HARRIS RD,15:00-17:59,THURSDAY,NA,N,N,PITT MEADOWS,NA,HARRIS RD,HARRIS RD,1,NA,NA,1
NORTH CENTRAL,2018,CASUALTY,Yes,SUNDAY,REAR END,No,JUNE,No,LONE BUTTE,No,No,NORTH CENTRAL,GROSSET RD,18:00-20:59,SUNDAY,NA,N,N,LONE BUTTE,NA,GROSSET RD,GROSSET RD,1,NA,NA,1
VANCOUVER ISLAND,2018,CASUALTY,Yes,FRIDAY,SIDE IMPACT,No,NOVEMBER,No,VICTORIA,No,No,VANCOUVER ISLAND,HARBOUR RD,06:00-08:59,FRIDAY,NA,N,N,VICTORIA,NA,HARBOUR RD,HARBOUR RD,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,NOVEMBER,No,BURNABY,No,No,LOWER MAINLAND,HASTINGS ST,06:00-08:59,WEDNESDAY,NA,N,N,BURNABY,NA,HASTINGS ST,HASTINGS ST,1,NA,NA,1
SOUTHERN INTERIOR,2016,CASUALTY,Yes,TUESDAY,UNDETERMINED,Yes,NOVEMBER,No,KELOWNA,No,No,SOUTHERN INTERIOR,BERNARD AVE,15:00-17:59,TUESDAY,ELM ST,N,N,KELOWNA,KELOWNA,BERNARD AVE & ELM ST,BERNARD AVE,1,49.886273,-119.465077,1
SOUTHERN INTERIOR,2019,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,AUGUST,No,KELOWNA,No,No,SOUTHERN INTERIOR,DOYLE AVE,09:00-11:59,FRIDAY,ELLIS ST,N,N,KELOWNA,KELOWNA,DOYLE AVE & ELLIS ST,DOYLE AVE,1,49.888992,-119.493531,1
SOUTHERN INTERIOR,2017,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,JUNE,No,KELOWNA,No,No,SOUTHERN INTERIOR,MARTIN AVE,15:00-17:59,WEDNESDAY,NA,N,Y,KELOWNA,KELOWNA,MARTIN AVE,MARTIN AVE,1,49.888376,-119.485604,1
SOUTHERN INTERIOR,2019,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,No,MAY,No,KELOWNA,No,No,SOUTHERN INTERIOR,RUTLAND RD N,09:00-11:59,TUESDAY,NA,N,Y,KELOWNA,KELOWNA,RUTLAND RD N,RUTLAND RD N,1,49.897852,-119.386847,1
SOUTHERN INTERIOR,2019,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,KELOWNA,No,No,SOUTHERN INTERIOR,WATER ST,15:00-17:59,THURSDAY,BERNARD AVE,N,N,KELOWNA,KELOWNA,BERNARD AVE & WATER ST,WATER ST,1,49.886317,-119.496605,1
SOUTHERN INTERIOR,2018,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,KELOWNA,Yes,No,SOUTHERN INTERIOR,ELLIS ST,15:00-17:59,TUESDAY,DOYLE AVE,N,N,KELOWNA,KELOWNA,DOYLE AVE & ELLIS ST,ELLIS ST,1,49.888992,-119.493531,1
SOUTHERN INTERIOR,2017,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,JULY,No,KELOWNA,No,No,SOUTHERN INTERIOR,HARTMAN RD,12:00-14:59,WEDNESDAY,RUTLAND RD N,N,N,KELOWNA,KELOWNA,HARTMAN RD & RUTLAND RD N,HARTMAN RD,1,49.899954,-119.386823,1
VANCOUVER ISLAND,2019,CASUALTY,Yes,WEDNESDAY,UNDETERMINED,Yes,DECEMBER,No,CAMPBELL RIVER,No,No,VANCOUVER ISLAND,HILCHEY RD,00:00-02:59,WEDNESDAY,GALERNO RD,N,N,CAMPBELL RIVER,CAMPBELL RIVER,GALERNO RD & HILCHEY RD,HILCHEY RD,1,49.973103,-125.227328,1
SOUTHERN INTERIOR,2019,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,OCTOBER,No,KELOWNA,No,No,SOUTHERN INTERIOR,HWY 33,12:00-14:59,MONDAY,TAYLOR RD,N,N,KELOWNA,KELOWNA,HWY 33 W & TAYLOR RD,HWY 33,1,49.88903,-119.413552,1
SOUTHERN INTERIOR,2015,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,AUGUST,No,KELOWNA,No,No,SOUTHERN INTERIOR,HWY 33,15:00-17:59,MONDAY,GERSTMAR RD,N,N,KELOWNA,KELOWNA,GERSTMAR RD & HWY 33 W,HWY 33,1,49.889037,-119.409384,1
SOUTHERN INTERIOR,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,MARCH,No,KELOWNA,No,No,SOUTHERN INTERIOR,ENTERPRISE WAY,15:00-17:59,WEDNESDAY,SPALL RD,N,N,KELOWNA,KELOWNA,ENTERPRISE WAY & SPALL RD,ENTERPRISE WAY,1,49.884151,-119.454549,1
SOUTHERN INTERIOR,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,JUNE,No,KELOWNA,No,No,SOUTHERN INTERIOR,ETHEL ST,09:00-11:59,MONDAY,BERNARD AVE,N,N,KELOWNA,KELOWNA,BERNARD AVE & ETHEL ST,ETHEL ST,1,49.886299,-119.482752,1
SOUTHERN INTERIOR,2018,CASUALTY,Yes,FRIDAY,SIDE IMPACT,Yes,SEPTEMBER,No,KELOWNA,No,No,SOUTHERN INTERIOR,HOLLYWOOD RD N,15:00-17:59,FRIDAY,HOUGHTON RD,N,N,KELOWNA,KELOWNA,HOLLYWOOD RD N & HOUGHTON RD,HOLLYWOOD RD N,1,49.892168,-119.39784,1
SOUTHERN INTERIOR,2019,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,OCTOBER,No,KELOWNA,No,No,SOUTHERN INTERIOR,RICHTER ST,18:00-20:59,TUESDAY,CLEMENT AVE,N,N,KELOWNA,KELOWNA,CLEMENT AVE & RICHTER ST,RICHTER ST,1,49.893594,-119.488484,1
SOUTHERN INTERIOR,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,SEPTEMBER,No,KELOWNA,No,No,SOUTHERN INTERIOR,GIBSON RD,12:00-14:59,WEDNESDAY,HARTMAN RD,N,N,KELOWNA,KELOWNA,GIBSON RD & HARTMAN RD,GIBSON RD,1,49.899826,-119.364298,1
SOUTHERN INTERIOR,2015,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JULY,No,KELOWNA,No,No,SOUTHERN INTERIOR,GLENMORE RD,12:00-14:59,TUESDAY,YATES RD,N,N,KELOWNA,KELOWNA,GLENMORE RD & YATES RD,GLENMORE RD,1,49.909406,-119.450452,1
LOWER MAINLAND,2019,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,No,APRIL,No,NORTH VANCOUVER,No,No,LOWER MAINLAND,E 24TH ST,12:00-14:59,WEDNESDAY,NA,N,Y,NORTH VANCOUVER,NORTH VANCOUVER,E 24TH ST,E 24TH ST,1,49.331141,-123.064321,1
LOWER MAINLAND,2015,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,OCTOBER,No,NORTH VANCOUVER,No,No,LOWER MAINLAND,KIRKSTONE RD,12:00-14:59,SUNDAY,LYNN VALLEY RD,N,N,NORTH VANCOUVER,NORTH VANCOUVER,KIRKSTONE RD & LYNN VALLEY RD,KIRKSTONE RD,1,49.331271,-123.049041,1
VANCOUVER ISLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,AUGUST,No,PARKSVILLE,No,No,VANCOUVER ISLAND,ISLAND HWY W,06:00-08:59,MONDAY,DICKINSON WAY,N,N,PARKSVILLE,PARKSVILLE,DICKINSON WAY & ISLAND HIGHWAY WEST FRTG & ISLAND HWY W,ISLAND HWY W,1,49.34141,-124.35501,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,JUNE,No,WEST VANCOUVER,No,No,LOWER MAINLAND,HWY 1,15:00-17:59,WEDNESDAY,15TH ST ONRAMP,N,N,WEST VANCOUVER,WEST VANCOUVER,15TH ST & 15TH ST OFFRAMP & 15TH ST ONRAMP & CROSS CREEK RD & CROSS CREEK RD OFFRAMP & CROSS CREEK RD ONRAMP & TRANS-CANADA HWY,HWY 1,1,49.343007,-123.155589,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,UNDETERMINED,Yes,AUGUST,No,WEST VANCOUVER,No,No,LOWER MAINLAND,16TH ST,12:00-14:59,WEDNESDAY,BELLEVUE AVE,N,N,WEST VANCOUVER,WEST VANCOUVER,16TH ST & BELLEVUE AVE,16TH ST,1,49.327674,-123.158915,1
SOUTHERN INTERIOR,2016,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,APRIL,No,KELOWNA,No,No,SOUTHERN INTERIOR,ETHEL ST,15:00-17:59,MONDAY,LAURIER AVE,N,N,KELOWNA,KELOWNA,ETHEL ST & LAURIER AVE,ETHEL ST,1,49.882159,-119.482756,1
SOUTHERN INTERIOR,2019,CASUALTY,Yes,TUESDAY,SIDE SWIPE - SAME DIRECTION,Yes,SEPTEMBER,No,KELOWNA,No,No,SOUTHERN INTERIOR,BARON RD,12:00-14:59,TUESDAY,LECKIE RD,N,N,KELOWNA,KELOWNA,BARON RD & LECKIE RD,BARON RD,1,49.882914,-119.427697,1
SOUTHERN INTERIOR,2015,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,OCTOBER,No,KELOWNA,No,No,SOUTHERN INTERIOR,HARVEY AVE,06:00-08:59,THURSDAY,RICHTER ST,N,N,KELOWNA,KELOWNA,HARVEY AVE & RICHTER ST,HARVEY AVE,1,49.883646,-119.488522,1
SOUTHERN INTERIOR,2016,PROPERTY DAMAGE ONLY,Yes,MONDAY,SINGLE VEHICLE,Yes,AUGUST,No,KELOWNA,No,No,SOUTHERN INTERIOR,RAYMER AVE,15:00-17:59,MONDAY,RICHTER ST,N,N,KELOWNA,KELOWNA,RAYMER AVE & RICHTER ST,RAYMER AVE,1,49.865406,-119.488242,1
SOUTHERN INTERIOR,2016,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,MAY,No,KELOWNA,No,No,SOUTHERN INTERIOR,RICHTER ST,06:00-08:59,TUESDAY,GLENWOOD AVE,N,N,KELOWNA,KELOWNA,GLENWOOD AVE & RICHTER ST,RICHTER ST,1,49.875415,-119.488231,1
SOUTHERN INTERIOR,2016,CASUALTY,Yes,SATURDAY,UNDETERMINED,Yes,JUNE,No,KELOWNA,No,No,SOUTHERN INTERIOR,GERSTMAR RD,03:00-05:59,SATURDAY,GAGGIN RD,N,N,KELOWNA,KELOWNA,GAGGIN RD & GERSTMAR RD,GERSTMAR RD,1,49.886057,-119.409417,1
SOUTHERN INTERIOR,2018,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,KELOWNA,No,No,SOUTHERN INTERIOR,SUNSET DR,15:00-17:59,WEDNESDAY,WATER ST,N,N,KELOWNA,KELOWNA,SUNSET DR & WATER ST,SUNSET DR,1,49.893583,-119.494822,1
SOUTHERN INTERIOR,2019,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,No,SEPTEMBER,No,WEST KELOWNA,Yes,No,SOUTHERN INTERIOR,WESTSIDE RD,18:00-20:59,FRIDAY,NA,N,Y,WEST KELOWNA,WEST KELOWNA,WESTSIDE RD,WESTSIDE RD,1,49.903607,-119.538794,1
SOUTHERN INTERIOR,2017,CASUALTY,Yes,THURSDAY,UNDETERMINED,Yes,JULY,No,KELOWNA,No,No,SOUTHERN INTERIOR,COOPER RD,15:00-17:59,THURSDAY,HWY 97 N,N,N,KELOWNA,KELOWNA,COOPER RD & HARVEY AVE,COOPER RD,1,49.881885,-119.443242,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,E 5TH AVE,12:00-14:59,WEDNESDAY,SCOTIA ST,N,N,VANCOUVER,VANCOUVER,E 5TH AVE & SCOTIA ST,E 5TH AVE,1,49.266364,-123.098817,1
LOWER MAINLAND,2016,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,YUKON ST,15:00-17:59,WEDNESDAY,W 5TH AVE,N,N,VANCOUVER,VANCOUVER,W 5TH AVE & YUKON ST,YUKON ST,1,49.266634,-123.112745,1
LOWER MAINLAND,2016,CASUALTY,Yes,TUESDAY,UNDETERMINED,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,E 4TH AVE,15:00-17:59,TUESDAY,MAIN ST,N,N,VANCOUVER,VANCOUVER,E 4TH AVE & MAIN ST,E 4TH AVE,1,49.267312,-123.100756,1
LOWER MAINLAND,2017,CASUALTY,Yes,WEDNESDAY,UNDETERMINED,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,SCOTIA ST,06:00-08:59,WEDNESDAY,E 5TH AVE,N,N,VANCOUVER,VANCOUVER,E 5TH AVE & SCOTIA ST,SCOTIA ST,1,49.266364,-123.098817,1
LOWER MAINLAND,2017,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST,12:00-14:59,TUESDAY,W 2ND AVE,Y,N,VANCOUVER,VANCOUVER,CAMBIE ST BRIDGE & W 2ND AVE,CAMBIE ST,1,49.266721,-123.11478,1
LOWER MAINLAND,2015,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,AUGUST,No,BURNABY,No,No,LOWER MAINLAND,LOUGHEED HWY,18:00-20:59,MONDAY,MADISON AVE,N,N,BURNABY,BURNABY,LOUGHEED HWY & MADISON AVE,LOUGHEED HWY,1,49.266417,-123.008782,1
LOWER MAINLAND,2016,CASUALTY,Yes,TUESDAY,UNDETERMINED,Yes,JANUARY,No,VANCOUVER,No,No,LOWER MAINLAND,W 5TH AVE,06:00-08:59,TUESDAY,COLUMBIA ST,N,N,VANCOUVER,VANCOUVER,COLUMBIA ST & W 5TH AVE,W 5TH AVE,1,49.266577,-123.109451,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,TUESDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VANCOUVER,No,No,LOWER MAINLAND,CAROLINA ST,09:00-11:59,TUESDAY,GREAT NORTHERN WAY,N,N,VANCOUVER,VANCOUVER,CAROLINA ST & GREAT NORTHERN WAY,CAROLINA ST,1,49.266785,-123.090802,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,UNDETERMINED,Yes,MAY,No,PORT COQUITLAM,No,No,LOWER MAINLAND,COAST MERIDIAN RD,12:00-14:59,WEDNESDAY,COQUITLAM AVE,N,N,PORT COQUITLAM,PORT COQUITLAM,BEAUMARIS CLOSE & COAST MERIDIAN RD & COQUITLAM AVE,COAST MERIDIAN RD,1,49.26743,-122.756119,1
LOWER MAINLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,YUKON ST,12:00-14:59,MONDAY,W 2ND AVE,N,N,VANCOUVER,VANCOUVER,W 2ND AVE & W 4TH AVE & YUKON ST,YUKON ST,1,49.267587,-123.112702,1
LOWER MAINLAND,2018,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,W 4TH AVE,12:00-14:59,SUNDAY,BURRARD ST,N,N,VANCOUVER,VANCOUVER,BURRARD ST & W 4TH AVE,W 4TH AVE,1,49.268005,-123.14564,1
LOWER MAINLAND,2015,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,E 1ST AVE,09:00-11:59,MONDAY,SCOTIA ST,N,N,VANCOUVER,VANCOUVER,E 1ST AVE & SCOTIA ST,E 1ST AVE,1,49.268378,-123.097383,1
LOWER MAINLAND,2018,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,W 6TH AVE,15:00-17:59,THURSDAY,MANITOBA ST,N,N,VANCOUVER,VANCOUVER,MANITOBA ST & W 6TH AVE,W 6TH AVE,1,49.265603,-123.106753,1
LOWER MAINLAND,2015,PROPERTY DAMAGE ONLY,Yes,SATURDAY,SIDE IMPACT,Yes,FEBRUARY,No,VANCOUVER,No,No,LOWER MAINLAND,E 2ND AVE,12:00-14:59,SATURDAY,MAIN ST,N,N,VANCOUVER,VANCOUVER,E 2ND AVE & MAIN ST,E 2ND AVE,1,49.269078,-123.100707,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,FRIDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VANCOUVER,No,No,LOWER MAINLAND,PINE ST,09:00-11:59,FRIDAY,W 3RD AVE,N,N,VANCOUVER,VANCOUVER,PINE ST & W 3RD AVE,PINE ST,1,49.268864,-123.143206,1
LOWER MAINLAND,2017,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,APRIL,No,VANCOUVER,No,No,LOWER MAINLAND,W 7TH AVE,15:00-17:59,SATURDAY,PINE ST,N,N,VANCOUVER,VANCOUVER,PINE ST & W 7TH AVE,W 7TH AVE,1,49.265417,-123.143322,1
LOWER MAINLAND,2019,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,APRIL,No,VANCOUVER,No,No,LOWER MAINLAND,BLANCA ST,15:00-17:59,MONDAY,W 4TH AVE,N,N,VANCOUVER,VANCOUVER,BLANCA ST & W 4TH AVE,BLANCA ST,1,49.26911,-123.214998,1
LOWER MAINLAND,2015,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,DECEMBER,No,BURNABY,No,No,LOWER MAINLAND,1ST AVE,12:00-14:59,WEDNESDAY,GILMORE AVE,N,N,BURNABY,BURNABY,1ST AVE & GILMORE AVE,1ST AVE,1,49.269363,-123.014259,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,SATURDAY,UNDETERMINED,Yes,SEPTEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,VICTORIA DR,09:00-11:59,SATURDAY,E 1ST AVE,N,N,VANCOUVER,VANCOUVER,E 1ST AVE & VICTORIA DR,VICTORIA DR,1,49.26956,-123.065769,1
LOWER MAINLAND,2017,CASUALTY,Yes,TUESDAY,UNDETERMINED,Yes,SEPTEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,W 1ST AVE,09:00-11:59,TUESDAY,COOK ST,N,N,VANCOUVER,VANCOUVER,COOK ST & W 1ST AVE,W 1ST AVE,1,49.269749,-123.110788,1
LOWER MAINLAND,2016,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,CYPRESS ST,06:00-08:59,SUNDAY,W 4TH AVE,N,N,VANCOUVER,VANCOUVER,CYPRESS ST & W 4TH AVE,CYPRESS ST,1,49.268045,-123.147977,1
LOWER MAINLAND,2018,PROPERTY DAMAGE ONLY,Yes,THURSDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VANCOUVER,No,No,LOWER MAINLAND,W 2ND AVE,15:00-17:59,THURSDAY,ONTARIO ST,N,N,VANCOUVER,VANCOUVER,E 2ND AVE & ONTARIO ST & W 2ND AVE,W 2ND AVE,1,49.269246,-123.104652,1
LOWER MAINLAND,2017,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,W 2ND AVE,15:00-17:59,MONDAY,CAMBIE ST BRIDGE,N,N,VANCOUVER,VANCOUVER,CAMBIE ST BRIDGE & W 2ND AVE,W 2ND AVE,1,49.266721,-123.11478,1
LOWER MAINLAND,2015,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,Yes,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,BRUNSWICK ST,15:00-17:59,MONDAY,GREAT NORTHERN WAY,N,N,VANCOUVER,VANCOUVER,BRUNSWICK ST & E 2ND AVE & GREAT NORTHERN WAY,BRUNSWICK ST,1,49.266741,-123.096256,1
LOWER MAINLAND,2018,CASUALTY,Yes,WEDNESDAY,UNDETERMINED,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,YEW ST,21:00-23:59,WEDNESDAY,W 3RD AVE,N,N,VANCOUVER,VANCOUVER,W 3RD AVE & YEW ST,YEW ST,1,49.269057,-123.155106,1
LOWER MAINLAND,2019,PROPERTY DAMAGE ONLY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,E 2ND AVE,06:00-08:59,WEDNESDAY,ONTARIO ST,N,N,VANCOUVER,VANCOUVER,E 2ND AVE & ONTARIO ST & W 2ND AVE,E 2ND AVE,1,49.269246,-123.104652,1
LOWER MAINLAND,2017,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,W 5TH AVE,06:00-08:59,TUESDAY,YUKON ST,N,N,VANCOUVER,VANCOUVER,W 5TH AVE & YUKON ST,W 5TH AVE,1,49.266634,-123.112745,1
LOWER MAINLAND,2016,PROPERTY DAMAGE ONLY,Yes,SUNDAY,SINGLE VEHICLE,Yes,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,WYLIE ST,18:00-20:59,SUNDAY,W 2ND AVE,N,N,VANCOUVER,VANCOUVER,W 2ND AVE & W 4TH AVE & WYLIE ST,WYLIE ST,1,49.267507,-123.113031,1
LOWER MAINLAND,2017,CASUALTY,Yes,SATURDAY,SIDE IMPACT,Yes,JULY,No,PORT COQUITLAM,No,No,LOWER MAINLAND,COQUITLAM AVE,18:00-20:59,SATURDAY,OXFORD ST,N,N,PORT COQUITLAM,PORT COQUITLAM,COQUITLAM AVE & OXFORD ST,COQUITLAM AVE,1,49.267353,-122.767166,1
LOWER MAINLAND,2015,CASUALTY,Yes,FRIDAY,SINGLE VEHICLE,Yes,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,W 2ND AVE,12:00-14:59,FRIDAY,YUKON ST,N,N,VANCOUVER,VANCOUVER,W 2ND AVE & W 4TH AVE & YUKON ST,W 2ND AVE,1,49.267587,-123.112702,1
LOWER MAINLAND,2016,CASUALTY,Yes,TUESDAY,UNDETERMINED,Yes,JUNE,No,VANCOUVER,No,No,LOWER MAINLAND,CYPRESS ST,21:00-23:59,TUESDAY,W 4TH AVE,N,N,VANCOUVER,VANCOUVER,CYPRESS ST & W 4TH AVE,CYPRESS ST,1,49.268045,-123.147977,1
LOWER MAINLAND,2017,CASUALTY,Yes,THURSDAY,SINGLE VEHICLE,Yes,NOVEMBER,No,VANCOUVER,No,No,LOWER MAINLAND,W 4TH AVE,15:00-17:59,THURSDAY,CYPRESS ST,N,N,VANCOUVER,VANCOUVER,CYPRESS ST & W 4TH AVE,W 4TH AVE,1,49.268045,-123.147977,1
LOWER MAINLAND,2016,CASUALTY,Yes,SUNDAY,UNDETERMINED,No,MAY,No,VANCOUVER,No,No,LOWER MAINLAND,W 4TH AVE,09:00-11:59,SUNDAY,NA,N,N,VANCOUVER,VANCOUVER,W 4TH AVE,W 4TH AVE,1,49.267461,-123.110112,1
LOWER MAINLAND,2017,CASUALTY,Yes,FRIDAY,UNDETERMINED,Yes,JULY,No,VANCOUVER,No,No,LOWER MAINLAND,W 3RD AVE,15:00-17:59,FRIDAY,YEW ST,N,N,VANCOUVER,VANCOUVER,W 3RD AVE & YEW ST,W 3RD AVE,1,49.269057,-123.155106,1
LOWER MAINLAND,2017,CASUALTY,Yes,TUESDAY,SINGLE VEHICLE,Yes,JUNE,No,VANCOUVER,Yes,No,LOWER MAINLAND,YEW ST,09:00-11:59,TUESDAY,W 4TH AVE,N,N,VANCOUVER,VANCOUVER,W 4TH AVE & YEW ST,YEW ST,1,49.268152,-123.155141,1
LOWER MAINLAND,2019,CASUALTY,Yes,SATURDAY,SINGLE VEHICLE,Yes,AUGUST,No,VANCOUVER,No,No,LOWER MAINLAND,NW MARINE DR,09:00-11:59,SATURDAY,W 4TH AVE,N,N,VANCOUVER,VANCOUVER,NW MARINE DR & W 4TH AVE,NW MARINE DR,1,49.268741,-123.199806,1
LOWER MAINLAND,2016,CASUALTY,Yes,WEDNESDAY,SINGLE VEHICLE,Yes,OCTOBER,No,VANCOUVER,No,No,LOWER MAINLAND,BALACLAVA ST,09:00-11:59,WEDNESDAY,W 6TH AVE,N,N,VANCOUVER,VANCOUVER,BALACLAVA ST & W 6TH AVE,BALACLAVA ST,1,49.266723,-123.173899,1
LOWER MAINLAND,2016,CASUALTY,Yes,SUNDAY,SINGLE VEHICLE,No,APRIL,No,VANCOUVER,No,No,LOWER MAINLAND,HEATHER ST,00:00-02:59,SUNDAY,NA,N,N,VANCOUVER,NA,HEATHER ST,HEATHER ST,1,NA,NA,1
LOWER MAINLAND,2015,CASUALTY,Yes,MONDAY,SINGLE VEHICLE,No,SEPTEMBER,No,PORT COQUITLAM,No,No,LOWER MAINLAND,FREMONT CONNECTOR,12:00-14:59,MONDAY,NA,N,N,PORT COQUITLAM,NA,FREMONT CONNECTOR,FREMONT CONNECTOR,1,NA,NA,1
LOWER MAINLAND,2016,CASUALTY,Yes,FRIDAY,HEAD ON,No,SEPTEMBER,No,BURNABY,No,No,LOWER MAINLAND,GILMORE AVE,06:00-08:59,FRIDAY,NA,N,N,BURNABY,NA,GILMORE AVE,GILMORE AVE,1,NA,NA,1
